country_of_birth,country_of_destination,education_level,sex,number,Country_origin,origin_Education,origin_Jobs,origin_Income,origin_Safety,origin_Health,origin_Environment,origin_Civic engagement,origin_Accessiblity to services,origin_Housing,origin_Community,origin_Life satisfaction,origin_PR rating,origin_CL rating,Country_dest,dest_Education,dest_Jobs,dest_Income,dest_Safety,dest_Health,dest_Environment,dest_Civic engagement,dest_Accessiblity to services,dest_Housing,dest_Community,dest_Life satisfaction,dest_PR rating,dest_CL rating,diff_Education,diff_Jobs,diff_Income,diff_Safety,diff_Health,diff_Environment,diff_Civic engagement,diff_Accessiblity to services,diff_Housing,diff_Community,diff_Life satisfaction,diff_PR rating,diff_CL rating
USA,DNK,ISCED 5/6/7/8,Female,13592.0,United States,9.333333333333332,7.344191206131504,10.0,7.5396825396825395,3.269047619047619,8.541666666666666,4.858807709547289,8.896672504378284,10.0,7.716049382716054,7.692307692307693,2.0,2.0,Denmark,7.7222222222222205,8.41543969342477,3.902155192477773,9.8015873015873,6.966017316017313,7.864583333333334,8.646346929627972,8.987298295621537,6.474820143884891,9.691358024691358,10.0,1.0,1.0,-1.6111111111111116,1.071248487293265,-6.097844807522227,2.261904761904761,3.6969696969696937,-0.6770833333333321,3.7875392200806832,0.09062579124325332,-3.525179856115109,1.9753086419753032,2.3076923076923066,-1.0,-1.0
USA,DNK,ISCED 5/6/7/8,Male,12940.0,United States,9.333333333333332,7.344191206131504,10.0,7.5396825396825395,3.269047619047619,8.541666666666666,4.858807709547289,8.896672504378284,10.0,7.716049382716054,7.692307692307693,2.0,2.0,Denmark,7.7222222222222205,8.41543969342477,3.902155192477773,9.8015873015873,6.966017316017313,7.864583333333334,8.646346929627972,8.987298295621537,6.474820143884891,9.691358024691358,10.0,1.0,1.0,-1.6111111111111116,1.071248487293265,-6.097844807522227,2.261904761904761,3.6969696969696937,-0.6770833333333321,3.7875392200806832,0.09062579124325332,-3.525179856115109,1.9753086419753032,2.3076923076923066,-1.0,-1.0
USA,ESP,ISCED 5/6/7/8,Female,71196.0,United States,9.333333333333332,7.344191206131504,10.0,7.5396825396825395,3.269047619047619,8.541666666666666,4.858807709547289,8.896672504378284,10.0,7.716049382716054,7.692307692307693,2.0,2.0,Spain,4.351851851851851,2.5965611133521587,3.8027742866452554,9.88095238095238,7.957359307359312,7.5,5.5535634244733325,9.08129405064398,7.194244604316546,7.901234567901239,5.384615384615387,1.0,1.0,-4.981481481481481,-4.747630092779346,-6.197225713354745,2.34126984126984,4.688311688311693,-1.041666666666666,0.6947557149260435,0.1846215462656957,-2.8057553956834536,0.18518518518518423,-2.3076923076923066,-1.0,-1.0
USA,ESP,ISCED 5/6/7/8,Male,55205.0,United States,9.333333333333332,7.344191206131504,10.0,7.5396825396825395,3.269047619047619,8.541666666666666,4.858807709547289,8.896672504378284,10.0,7.716049382716054,7.692307692307693,2.0,2.0,Spain,4.351851851851851,2.5965611133521587,3.8027742866452554,9.88095238095238,7.957359307359312,7.5,5.5535634244733325,9.08129405064398,7.194244604316546,7.901234567901239,5.384615384615387,1.0,1.0,-4.981481481481481,-4.747630092779346,-6.197225713354745,2.34126984126984,4.688311688311693,-1.041666666666666,0.6947557149260435,0.1846215462656957,-2.8057553956834536,0.18518518518518423,-2.3076923076923066,-1.0,-1.0
USA,EST,ISCED 5/6/7/8,Female,675.0,United States,9.333333333333332,7.344191206131504,10.0,7.5396825396825395,3.269047619047619,8.541666666666666,4.858807709547289,8.896672504378284,10.0,7.716049382716054,7.692307692307693,2.0,2.0,Estonia,9.092592592592592,7.676986688180718,2.883908206488852,9.325396825396826,4.482251082251086,9.322916666666666,4.164051994621247,5.713048353543942,5.035971223021583,8.271604938271604,4.615384615384617,1.0,1.0,-0.24074074074074048,0.33279548204921383,-7.116091793511147,1.7857142857142865,1.2132034632034667,0.78125,-0.6947557149260417,-3.1836241508343415,-4.964028776978417,0.55555555555555,-3.0769230769230766,-1.0,-1.0
USA,EST,ISCED 5/6/7/8,Male,1465.0,United States,9.333333333333332,7.344191206131504,10.0,7.5396825396825395,3.269047619047619,8.541666666666666,4.858807709547289,8.896672504378284,10.0,7.716049382716054,7.692307692307693,2.0,2.0,Estonia,9.092592592592592,7.676986688180718,2.883908206488852,9.325396825396826,4.482251082251086,9.322916666666666,4.164051994621247,5.713048353543942,5.035971223021583,8.271604938271604,4.615384615384617,1.0,1.0,-0.24074074074074048,0.33279548204921383,-7.116091793511147,1.7857142857142865,1.2132034632034667,0.78125,-0.6947557149260417,-3.1836241508343415,-4.964028776978417,0.55555555555555,-3.0769230769230766,-1.0,-1.0
USA,FRA,ISCED 5/6/7/8,Female,86927.70108699799,United States,9.333333333333332,7.344191206131504,10.0,7.5396825396825395,3.269047619047619,8.541666666666666,4.858807709547289,8.896672504378284,10.0,7.716049382716054,7.692307692307693,2.0,2.0,France,7.74074074074074,5.968636546994757,4.44118605408928,9.603174603174605,7.812987012987012,7.604166666666666,7.324069923800986,8.551005570062905,5.755395683453237,8.395061728395065,6.53846153846154,1.0,2.0,-1.5925925925925926,-1.3755546591367471,-5.55881394591072,2.063492063492065,4.543939393939393,-0.9375,2.4652622142536966,-0.3456669343153784,-4.244604316546763,0.6790123456790109,-1.1538461538461533,-1.0,0.0
USA,FRA,ISCED 5/6/7/8,Male,63043.476883888245,United States,9.333333333333332,7.344191206131504,10.0,7.5396825396825395,3.269047619047619,8.541666666666666,4.858807709547289,8.896672504378284,10.0,7.716049382716054,7.692307692307693,2.0,2.0,France,7.74074074074074,5.968636546994757,4.44118605408928,9.603174603174605,7.812987012987012,7.604166666666666,7.324069923800986,8.551005570062905,5.755395683453237,8.395061728395065,6.53846153846154,1.0,2.0,-1.5925925925925926,-1.3755546591367471,-5.55881394591072,2.063492063492065,4.543939393939393,-0.9375,2.4652622142536966,-0.3456669343153784,-4.244604316546763,0.6790123456790109,-1.1538461538461533,-1.0,0.0
USA,GRC,ISCED 5/6/7/8,Female,23327.0,United States,9.333333333333332,7.344191206131504,10.0,7.5396825396825395,3.269047619047619,8.541666666666666,4.858807709547289,8.896672504378284,10.0,7.716049382716054,7.692307692307693,2.0,2.0,Greece,7.296296296296295,1.6301936264622838,2.673509286412512,9.841269841269842,6.380303030303034,5.052083333333334,2.837292693859257,3.774080560420315,2.1582733812949644,1.172839506172835,2.6923076923076934,2.0,2.0,-2.037037037037037,-5.71399757966922,-7.3264907135874875,2.3015873015873023,3.1112554112554154,-3.489583333333332,-2.021515015688032,-5.122591943957969,-7.841726618705035,-6.543209876543219,-5.0,0.0,0.0
USA,GRC,ISCED 5/6/7/8,Male,16023.0,United States,9.333333333333332,7.344191206131504,10.0,7.5396825396825395,3.269047619047619,8.541666666666666,4.858807709547289,8.896672504378284,10.0,7.716049382716054,7.692307692307693,2.0,2.0,Greece,7.296296296296295,1.6301936264622838,2.673509286412512,9.841269841269842,6.380303030303034,5.052083333333334,2.837292693859257,3.774080560420315,2.1582733812949644,1.172839506172835,2.6923076923076934,2.0,2.0,-2.037037037037037,-5.71399757966922,-7.3264907135874875,2.3015873015873023,3.1112554112554154,-3.489583333333332,-2.021515015688032,-5.122591943957969,-7.841726618705035,-6.543209876543219,-5.0,0.0,0.0
USA,HUN,ISCED 5/6/7/8,Female,4805.0,United States,9.333333333333332,7.344191206131504,10.0,7.5396825396825395,3.269047619047619,8.541666666666666,4.858807709547289,8.896672504378284,10.0,7.716049382716054,7.692307692307693,2.0,2.0,Hungary,8.499999999999998,8.42048204921339,2.71121351766513,9.841269841269842,0.4480519480519531,5.208333333333334,5.515463917525775,8.274560798973809,4.316546762589929,8.148148148148147,3.846153846153847,3.0,3.0,-0.8333333333333339,1.0762908430818863,-7.28878648233487,2.3015873015873023,-2.820995670995666,-3.333333333333332,0.6566562079784859,-0.6221117054044747,-5.683453237410071,0.4320987654320927,-3.8461538461538463,1.0,1.0
USA,HUN,ISCED 5/6/7/8,Male,6210.0,United States,9.333333333333332,7.344191206131504,10.0,7.5396825396825395,3.269047619047619,8.541666666666666,4.858807709547289,8.896672504378284,10.0,7.716049382716054,7.692307692307693,2.0,2.0,Hungary,8.499999999999998,8.42048204921339,2.71121351766513,9.841269841269842,0.4480519480519531,5.208333333333334,5.515463917525775,8.274560798973809,4.316546762589929,8.148148148148147,3.846153846153847,3.0,3.0,-0.8333333333333339,1.0762908430818863,-7.28878648233487,2.3015873015873023,-2.820995670995666,-3.333333333333332,0.6566562079784859,-0.6221117054044747,-5.683453237410071,0.4320987654320927,-3.8461538461538463,1.0,1.0
USA,ITA,ISCED 5/6/7/8,Female,40211.00013923645,United States,9.333333333333332,7.344191206131504,10.0,7.5396825396825395,3.269047619047619,8.541666666666666,4.858807709547289,8.896672504378284,10.0,7.716049382716054,7.692307692307693,2.0,2.0,Italy,4.12962962962963,3.77672448567971,3.9566168598426663,9.92063492063492,8.109523809523813,5.104166666666666,6.234872254594352,5.989191279104687,2.877697841726618,5.67901234567901,5.384615384615387,1.0,1.0,-5.203703703703702,-3.5674667204517942,-6.043383140157333,2.3809523809523796,4.840476190476194,-3.4375,1.376064545047063,-2.907481225273597,-7.122302158273381,-2.0370370370370443,-2.3076923076923066,-1.0,-1.0
USA,ITA,ISCED 5/6/7/8,Male,25612.000065803528,United States,9.333333333333332,7.344191206131504,10.0,7.5396825396825395,3.269047619047619,8.541666666666666,4.858807709547289,8.896672504378284,10.0,7.716049382716054,7.692307692307693,2.0,2.0,Italy,4.12962962962963,3.77672448567971,3.9566168598426663,9.92063492063492,8.109523809523813,5.104166666666666,6.234872254594352,5.989191279104687,2.877697841726618,5.67901234567901,5.384615384615387,1.0,1.0,-5.203703703703702,-3.5674667204517942,-6.043383140157333,2.3809523809523796,4.840476190476194,-3.4375,1.376064545047063,-2.907481225273597,-7.122302158273381,-2.0370370370370443,-2.3076923076923066,-1.0,-1.0
USA,LTU,ISCED 5/6/7/8,Female,148.0,United States,9.333333333333332,7.344191206131504,10.0,7.5396825396825395,3.269047619047619,8.541666666666666,4.858807709547289,8.896672504378284,10.0,7.716049382716054,7.692307692307693,2.0,2.0,Lithuania,10.0,7.199727712787415,3.516734161895452,9.126984126984128,0.2606060606060604,7.760416666666666,0.6006275212909009,6.203271965226767,4.316546762589929,5.0,5.384615384615387,1.0,2.0,0.6666666666666679,-0.14446349334408914,-6.483265838104548,1.5873015873015888,-3.0084415584415587,-0.78125,-4.258180188256388,-2.693400539151517,-5.683453237410071,-2.7160493827160543,-2.3076923076923066,-1.0,0.0
USA,LTU,ISCED 5/6/7/8,Male,278.0,United States,9.333333333333332,7.344191206131504,10.0,7.5396825396825395,3.269047619047619,8.541666666666666,4.858807709547289,8.896672504378284,10.0,7.716049382716054,7.692307692307693,2.0,2.0,Lithuania,10.0,7.199727712787415,3.516734161895452,9.126984126984128,0.2606060606060604,7.760416666666666,0.6006275212909009,6.203271965226767,4.316546762589929,5.0,5.384615384615387,1.0,2.0,0.6666666666666679,-0.14446349334408914,-6.483265838104548,1.5873015873015888,-3.0084415584415587,-0.78125,-4.258180188256388,-2.693400539151517,-5.683453237410071,-2.7160493827160543,-2.3076923076923066,-1.0,0.0
USA,LUX,ISCED 5/6/7/8,Female,3536.0,United States,9.333333333333332,7.344191206131504,10.0,7.5396825396825395,3.269047619047619,8.541666666666666,4.858807709547289,8.896672504378284,10.0,7.716049382716054,7.692307692307693,2.0,2.0,Luxembourg,7.388888888888888,7.347720855183543,7.184517990969605,10.0,7.698917748917751,8.072916666666668,9.991035410129989,8.811924485413236,7.194244604316546,6.604938271604936,8.461538461538463,1.0,1.0,-1.9444444444444438,0.003529649052039119,-2.8154820090303954,2.4603174603174605,4.429870129870132,-0.4687499999999982,5.1322277005827,-0.08474801896504758,-2.8057553956834536,-1.1111111111111187,0.76923076923077,-1.0,-1.0
